prompt,response,instructions
"Attacker HP: 1277, MP: 71. Supporter HP: 639, MP: 7. Enemy HP: 3251, MP: 507. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1879, MP: 45. Supporter HP: 1676, MP: 40. Enemy HP: 722, MP: 7. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1900, MP: 97. Supporter HP: 1117, MP: 169. Enemy HP: 1871, MP: 171. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2302, MP: 113. Supporter HP: 1279, MP: 3. Enemy HP: 3285, MP: 243. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 625, MP: 48. Supporter HP: 66, MP: 175. Enemy HP: 6273, MP: 304. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 687, MP: 70. Supporter HP: 141, MP: 26. Enemy HP: 606, MP: 657. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [attack]""}"
"Attacker HP: 51, MP: 14. Supporter HP: 66, MP: 71. Enemy HP: 4418, MP: 476. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [elixer] to fully restore MP and HP"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 781, MP: 69. Supporter HP: 1386, MP: 116. Enemy HP: 2934, MP: 17. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1913, MP: 34. Supporter HP: 2207, MP: 141. Enemy HP: 328, MP: 471. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1202, MP: 76. Supporter HP: 609, MP: 179. Enemy HP: 6781, MP: 389. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 876, MP: 39. Supporter HP: 1886, MP: 146. Enemy HP: 5360, MP: 260. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2590, MP: 101. Supporter HP: 1538, MP: 78. Enemy HP: 2126, MP: 246. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 421, MP: 103. Supporter HP: 600, MP: 48. Enemy HP: 6329, MP: 330. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 523, MP: 72. Supporter HP: 2037, MP: 135. Enemy HP: 2145, MP: 629. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1189, MP: 57. Supporter HP: 1820, MP: 1. Enemy HP: 5790, MP: 645. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 2577, MP: 82. Supporter HP: 271, MP: 88. Enemy HP: 6669, MP: 499. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1081, MP: 37. Supporter HP: 1125, MP: 167. Enemy HP: 7101, MP: 487. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 805, MP: 60. Supporter HP: 177, MP: 56. Enemy HP: 5733, MP: 2. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""thunder spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 433, MP: 30. Supporter HP: 1925, MP: 57. Enemy HP: 2613, MP: 626. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [potion] to restore some HP"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2538, MP: 111. Supporter HP: 2143, MP: 46. Enemy HP: 6950, MP: 192. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 341, MP: 84. Supporter HP: 231, MP: 132. Enemy HP: 4945, MP: 513. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 468, MP: 67. Supporter HP: 1621, MP: 71. Enemy HP: 4315, MP: 510. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 805, MP: 65. Supporter HP: 1509, MP: 49. Enemy HP: 4848, MP: 313. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 680, MP: 18. Supporter HP: 1142, MP: 125. Enemy HP: 7053, MP: 227. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2493, MP: 73. Supporter HP: 920, MP: 139. Enemy HP: 204, MP: 367. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 38, MP: 54. Supporter HP: 925, MP: 104. Enemy HP: 5926, MP: 318. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1980, MP: 44. Supporter HP: 1199, MP: 30. Enemy HP: 5698, MP: 484. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1133, MP: 74. Supporter HP: 2255, MP: 92. Enemy HP: 5065, MP: 366. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""fire spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 691, MP: 9. Supporter HP: 658, MP: 47. Enemy HP: 4160, MP: 69. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1310, MP: 61. Supporter HP: 729, MP: 159. Enemy HP: 4704, MP: 80. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 851, MP: 28. Supporter HP: 611, MP: 85. Enemy HP: 4881, MP: 514. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1612, MP: 59. Supporter HP: 1464, MP: 176. Enemy HP: 4484, MP: 397. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 331, MP: 50. Supporter HP: 1099, MP: 134. Enemy HP: 7599, MP: 545. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2363, MP: 108. Supporter HP: 1434, MP: 145. Enemy HP: 1181, MP: 276. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1537, MP: 83. Supporter HP: 1112, MP: 58. Enemy HP: 815, MP: 59. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""fire spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 599, MP: 61. Supporter HP: 14, MP: 119. Enemy HP: 4004, MP: 592. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2390, MP: 30. Supporter HP: 2199, MP: 123. Enemy HP: 5326, MP: 459. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1968, MP: 71. Supporter HP: 367, MP: 23. Enemy HP: 3318, MP: 84. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [elixer] to fully restore MP and HP""}"
"Attacker HP: 1108, MP: 12. Supporter HP: 643, MP: 108. Enemy HP: 6279, MP: 650. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2574, MP: 103. Supporter HP: 1106, MP: 15. Enemy HP: 3597, MP: 430. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1179, MP: 93. Supporter HP: 1480, MP: 71. Enemy HP: 6932, MP: 254. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1111, MP: 55. Supporter HP: 1207, MP: 72. Enemy HP: 6066, MP: 564. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2112, MP: 49. Supporter HP: 943, MP: 80. Enemy HP: 2402, MP: 339. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 378, MP: 74. Supporter HP: 1620, MP: 16. Enemy HP: 7910, MP: 526. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1118, MP: 99. Supporter HP: 736, MP: 7. Enemy HP: 6400, MP: 127. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 2484, MP: 30. Supporter HP: 1928, MP: 25. Enemy HP: 2418, MP: 471. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""fire spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 144, MP: 55. Supporter HP: 2073, MP: 24. Enemy HP: 1595, MP: 263. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 91, MP: 34. Supporter HP: 1879, MP: 21. Enemy HP: 2200, MP: 80. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 32, MP: 87. Supporter HP: 940, MP: 110. Enemy HP: 561, MP: 63. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""blizzard spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1424, MP: 35. Supporter HP: 2218, MP: 42. Enemy HP: 1533, MP: 700. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1976, MP: 108. Supporter HP: 1107, MP: 173. Enemy HP: 1647, MP: 275. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 453, MP: 113. Supporter HP: 701, MP: 105. Enemy HP: 2626, MP: 552. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1682, MP: 26. Supporter HP: 527, MP: 76. Enemy HP: 4446, MP: 489. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2490, MP: 9. Supporter HP: 875, MP: 121. Enemy HP: 219, MP: 121. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1028, MP: 115. Supporter HP: 1623, MP: 125. Enemy HP: 7011, MP: 221. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1220, MP: 42. Supporter HP: 1358, MP: 77. Enemy HP: 2095, MP: 365. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1595, MP: 39. Supporter HP: 2217, MP: 134. Enemy HP: 109, MP: 211. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1029, MP: 31. Supporter HP: 614, MP: 140. Enemy HP: 1010, MP: 155. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1086, MP: 29. Supporter HP: 1726, MP: 59. Enemy HP: 5333, MP: 672. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 914, MP: 19. Supporter HP: 971, MP: 169. Enemy HP: 7168, MP: 475. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2276, MP: 16. Supporter HP: 819, MP: 47. Enemy HP: 5534, MP: 610. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1309, MP: 109. Supporter HP: 452, MP: 57. Enemy HP: 6042, MP: 514. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1825, MP: 16. Supporter HP: 1868, MP: 152. Enemy HP: 3895, MP: 378. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1929, MP: 80. Supporter HP: 959, MP: 100. Enemy HP: 3725, MP: 486. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
